sample_num,timestamp_ms,acc_x(g),acc_y(g),acc_z(g),gyro_x(LSB),gyro_y(LSB),gyro_z(LSB)
2,99,0.060934,-0.278265,1.175213,2038.43,2290.38,314.93
3,199,0.083797,-0.388335,1.245899,2155.44,2298.39,290.94
4,299,0.111068,-0.485319,1.306256,2991.43,2290.38,925.93
5,399,0.118775,-0.567151,1.360636,6523.43,2713.38,917.93
6,499,0.144626,-0.625539,1.403545,7721.44,2958.39,-16.06
7,599,0.143089,-0.661363,1.430918,10626.44,3140.39,-1453.06
8,699,0.152566,-0.656913,1.447445,7690.42,2616.37,184.92
9,799,0.172085,-0.659631,1.485078,4516.43,3306.38,649.93
10,899,0.168168,-0.648813,1.490534,3348.44,3959.39,-830.06
11,1009,0.122176,-0.662524,1.504675,6018.44,-507.61,1530.94
12,1109,0.155225,-0.641988,1.492085,7559.45,-5020.60,1886.95
13,1209,0.184966,-0.624642,1.532892,3605.44,747.39,2327.94
14,1309,0.212131,-0.590764,1.561223,3685.44,4213.39,481.94
15,1419,0.243973,-0.545231,1.618136,-635.57,9787.38,-467.07
16,1519,0.226252,-0.519547,1.649263,-2627.55,13985.40,-1936.05
17,1619,0.166128,-0.543822,1.615663,-6058.54,7666.41,-897.04
18,1719,0.128094,-0.578958,1.565495,2098.43,5511.38,-253.07
19,1829,0.096316,-0.603092,1.474990,-3199.56,2015.39,-6485.06
20,1929,0.052422,-0.645340,1.449696,-7184.55,1876.40,-2112.05
21,2029,0.023315,-0.696156,1.461540,-6432.55,-595.60,-745.05
22,2139,0.009781,-0.754291,1.485010,-5814.55,-184.60,-1799.05
23,2239,-0.002438,-0.815534,1.501170,-4204.55,465.40,-352.05
24,2339,-0.008099,-0.878523,1.513935,-2451.56,-1481.61,-437.06
25,2439,-0.004580,-0.945319,1.530535,578.45,-3817.60,-1089.05
26,2539,0.011906,-0.997830,1.546385,4296.45,-1356.60,-246.05
27,2649,0.039249,-1.043307,1.567492,4492.45,-1865.60,-90.05
28,2749,0.052054,-1.077110,1.576516,7561.45,-78.60,159.95
29,2849,0.078044,-1.083393,1.581550,6834.46,-301.59,460.96
30,2949,0.107405,-1.076997,1.585060,5594.45,1004.40,3.95
31,3059,0.104567,-1.104995,1.643561,3372.46,175.41,432.96
32,3159,0.133428,-1.081846,1.642292,4786.46,1852.41,434.96
33,3259,0.150911,-1.062828,1.642367,4478.45,1378.40,416.95
34,3359,0.165588,-1.041389,1.638749,4207.44,2046.39,321.94
35,3469,0.197656,-1.014872,1.632031,2342.45,2102.40,15.95
36,3569,0.209899,-0.995939,1.629654,2465.46,1868.41,79.96
37,3669,0.222064,-0.973346,1.629720,4014.45,338.40,-359.05
38,3769,0.269373,-0.940280,1.626645,2427.46,1780.41,334.96
39,3879,0.293728,-0.924663,1.619563,-426.55,5463.40,301.95
40,3979,0.262868,-0.924297,1.626710,1316.47,2225.42,-81.03
41,4079,0.273863,-0.918529,1.627804,2068.46,1860.41,191.96
42,4189,0.279198,-0.917142,1.629740,1961.45,2402.40,161.95
43,4289,0.280491,-0.912960,1.628768,2069.45,2250.40,272.95
44,4389,0.280547,-0.910138,1.627850,2010.46,2291.41,274.96
45,4489,0.286344,-0.908216,1.626905,1570.45,2356.40,264.95
46,4589,0.288195,-0.910298,1.623960,1565.45,2770.40,-37.05
47,4699,0.290355,-0.908480,1.624917,1982.46,2219.41,313.96
48,4799,0.292319,-0.908069,1.624448,2087.45,2207.40,233.95
49,4899,0.295728,-0.906493,1.626174,1908.46,2334.41,145.96
50,4999,0.294798,-0.907773,1.626799,1892.44,2307.39,222.94
1,0,0.039676,-0.155838,1.092097,3037.44,2755.39,-639.06
2,99,0.053295,-0.266182,1.168860,4116.44,1831.39,-594.06
3,199,0.084189,-0.357594,1.234804,1342.44,2878.39,-244.06
4,299,0.113855,-0.449118,1.292999,2417.44,1508.39,1097.94
5,399,0.140883,-0.519974,1.344625,2917.45,1778.40,725.95
6,499,0.174496,-0.579323,1.390228,2286.42,2627.37,111.92
7,599,0.191897,-0.635482,1.430584,2761.45,2031.40,714.95
8,699,0.209729,-0.687740,1.464649,5288.45,-306.60,2886.95
9,799,0.245649,-0.727197,1.500709,8556.45,2561.40,2534.95
10,899,0.269608,-0.740246,1.528228,11856.45,4116.40,217.95
11,1009,0.265547,-0.687837,1.556893,14814.46,-8197.59,-4492.05
12,1109,0.319480,-0.588266,1.560860,7273.45,8472.40,-5044.05
13,1209,0.256760,-0.549590,1.577361,-449.55,14538.40,-2599.05
14,1309,0.278119,-0.573606,1.580163,4094.45,6816.40,1306.95
15,1419,0.223837,-0.540352,1.474878,-4222.54,1774.41,-3588.04
16,1519,0.209997,-0.538489,1.423069,-10193.54,1900.41,-3859.04
17,1619,0.150901,-0.570781,1.408511,-14942.55,3840.40,-1822.05
18,1719,0.129764,-0.632780,1.425086,-9196.55,2386.40,-1814.05
19,1829,0.086346,-0.709376,1.444338,-7981.56,2314.39,1343.94
20,1929,0.057662,-0.788635,1.480204,-4469.54,-1142.59,275.96
21,2029,0.055859,-0.853406,1.487215,-2154.54,-416.59,-615.04
22,2139,0.065092,-0.908150,1.490666,-4622.54,3192.41,1577.96
23,2239,0.062997,-0.971729,1.494533,-3663.55,497.40,-485.05
24,2339,0.066984,-1.050546,1.496850,-1885.55,-1539.60,-269.05
25,2439,0.067774,-1.133543,1.509293,1510.46,-1699.59,1297.96
26,2539,0.054492,-1.189443,1.516042,4171.46,-704.59,-12.04
